,id,title,release_date,vote_average,overview,genre_ids,popularity,poster_path,genres,release_year
2598,3112,The Night of the Hunter,1955-07-27,7.866,"In Depression-era West Virginia, a serial-killing preacher hunts two young children who know the whereabouts of a stash of money.","[80, 18, 53]",9.7961,/rBka0nFWiHxabHRLr0KfIA8Yiaq.jpg,"Crime, Drama, Thriller",1955
2599,1128752,Bird,2024-11-08,7.2,"12-year-old Bailey lives with her single dad Bug and brother Hunter in a squat in North Kent. Bug doesn’t have much time for his kids, and Bailey, who is approaching puberty, seeks attention and adventure elsewhere.","[18, 14]",9.0793,/96LljvrTGesFPzRiytTrBgPV8W9.jpg,"Drama, Fantasy",2024
2601,80518,Fullmetal Alchemist the Movie: The Sacred Star of Milos,2011-07-02,6.8,"After a mysterious prisoner with only a few weeks left on his sentence breaks out of prison in Central City, the Elric brothers attempt to track him down. The search leads them to Table City in the southwestern country of Creta, where Alphonse rescues a young alchemist named Julia from the very man they are trying to capture. In the thick of the fight, they literally tumble into Julia's home turf, the slums of Milos Valley, and are embroiled in the grassroots rebellion of her people.","[12, 14, 16, 28, 878]",9.1142,/7RvBQOTZGhCoPvLiF3Ugp2Q94Ux.jpg,"Adventure, Fantasy, Animation, Action, Science Fiction",2011
2602,553835,Is It Wrong to Try to Pick Up Girls in a Dungeon?: Arrow of the Orion,2019-02-15,7.75,"In the city of Orario, beneath an impossibly tall tower, lies the dungeon. Only adventurers who form partnerships with the gods themselves have any hope of defeating the monsters that lie within. But the dungeon is not the only place where monsters exist. Far from Orario, in the ruins of an ancient city, a new threat arises. To counter this threat, the goddess Artemis has come to Orario in search of a champion—but it’s not Ais Wallenstein (the legendary Sword Princess) nor Ottar (the strongest warrior to ever enter the dungeon) that she chooses. Rather it is Bell Cranel, a newbie adventurer partnered with a low-tier goddess.","[16, 28, 12, 35, 14, 10749]",9.9595,/78x3RRydNXvdB8BhJAwZz42g1Q1.jpg,"Animation, Action, Adventure, Comedy, Fantasy, Romance",2019
2603,9415,Murder at 1600,1997-04-18,6.1,"A secretary is found dead in a White House bathroom during an international crisis, and Detective Harlan Regis is in charge of the investigation. Despite resistance from the Secret Service, Regis partners with agent Nina Chance. As political tensions rise, they learn that the crime could be part of an elaborate cover-up. Framed as traitors, the pair, plus Regis' partner, break into the White House in order to expose the true culprit.","[28, 18, 9648, 53, 80]",9.875,/5S469MSJIzb6J0PIsghUn52uzfP.jpg,"Action, Drama, Mystery, Thriller, Crime",1997
2604,532710,Firestarter,2022-05-12,5.528,"For more than a decade, parents Andy and Vicky have been on the run, desperate to hide their daughter Charlie from a shadowy federal agency that wants to harness her unprecedented gift for creating fire into a weapon of mass destruction. Andy has taught Charlie how to defuse her power, which is triggered by anger or pain. But as Charlie turns 11, the fire becomes harder and harder to control. After an incident reveals the family's location, a mysterious operative is deployed to hunt down the family and seize Charlie once and for all. Charlie has other plans.","[27, 878]",11.0958,/jjBdPcQ0bplBnv2XgElKLoeFDuM.jpg,"Horror, Science Fiction",2022
2605,535544,Downton Abbey,2019-09-12,7.142,"The beloved Crawleys and their intrepid staff prepare for the most important moment of their lives. A royal visit from the King and Queen of England will unleash scandal, romance and intrigue that will leave the future of Downton hanging in the balance.","[18, 10749, 36]",9.9298,/pWt1iRuhNpeVDNP2QiUT2C5OiBt.jpg,"Drama, Romance, History",2019
2606,87826,Here Comes the Boom,2012-10-10,6.199,A high school biology teacher moonlights as a mixed-martial arts fighter in an effort to raise money to save the school's music program.,"[35, 28, 18]",9.54,/g3ZjNkQP4M7Cs0clPD9q7EO2P1g.jpg,"Comedy, Action, Drama",2012
2607,997317,Kaguya-sama: Love Is War -The First Kiss That Never Ends-,2022-12-17,8.0,"After pining for one another and plotting for so long, Kaguya Shinomiya and Miyuki Shirogane finally have their climactic first kiss. However, they struggle to define their relationship. After all, how much of their true selves have they really shown to one another?","[16, 35, 10749]",9.6556,/jY092qLqa7qTMelwRiNPpLUolEz.jpg,"Animation, Comedy, Romance",2022
2608,1130053,Cinderella's Curse,2024-05-31,6.038,"Desperate Cinderella summons her fairy godmother from an ancient flesh-bound book, seeking revenge on her evil stepmother and stepsisters who abuse and torment her daily.","[27, 14]",8.1115,/xegGyjYdCcF9X1FWpfw1O1LcFnZ.jpg,"Horror, Fantasy",2024
2609,239241,Female Ninjas Magic Chronicles 2: Secret of the Christian Bells,1992-08-21,7.0,The Shogun wants a large shipment of gold that the Catholic church sent to help Christianity get a foothold in Japan and the secret to its location is written on five bells hidden in the vaginas of five female ninjas.,[28],10.2966,/fLXSe7VuB630VoJ39lTPCiwFoXq.jpg,Action,1992
2610,1224993,Dark Nuns,2025-01-24,6.3,"Desperation drives two nuns to perform an exorcism no nun should attempt. With a possessed child at the mercy of evil and the opposition of the Catholic Church, they take on the dangerous forbidden rituals themselves, putting their immortal souls in grave danger. They must confront the terrifying cost of their sacrilegious actions, but one goal remains: the boy must be saved at all costs.","[53, 27, 9648, 18]",9.2442,/2Abt2GgscAGtGAXTrhH44qPhugI.jpg,"Thriller, Horror, Mystery, Drama",2025
2611,668482,Roald Dahl's Matilda the Musical,2022-11-25,6.8,"An extraordinary young girl discovers her superpower and summons the remarkable courage, against all odds, to help others change their stories, whilst also taking charge of her own destiny. Standing up for what's right, she's met with miraculous results.","[10751, 35, 14]",9.9042,/ga8R3OiOMMgSvZ4cOj8x7prUNYZ.jpg,"Family, Comedy, Fantasy",2022
2612,6283,MouseHunt,1997-12-19,6.544,"Down-on-their luck brothers, Lars and Ernie Smuntz, aren't happy with the crumbling old mansion they inherit... until they discover the estate is worth millions. Before they can cash in, they have to rid the house of its single, stubborn occupant—a tiny and tenacious mouse.","[35, 10751]",9.7666,/aqBPrWOzXEO3rWEk3DYTHBjXNZb.jpg,"Comedy, Family",1997
2613,648579,The Unbearable Weight of Massive Talent,2022-04-20,6.798,"Creatively unfulfilled and facing financial ruin, Nick Cage must accept a $1 million offer to attend the birthday of a dangerous superfan. Things take a wildly unexpected turn when Cage is recruited by a CIA operative and forced to live up to his own legend, channeling his most iconic and beloved on-screen characters in order to save himself and his loved ones.","[28, 35, 80]",9.2497,/aqhLeieyTpTUKPOfZ3jzo2La0Mq.jpg,"Action, Comedy, Crime",2022
2614,433422,Fairy Tail: Dragon Cry,2017-05-06,6.6,"Dragon Cry is a magical artifact of deadly power, formed into a staff by the fury and despair of dragons long gone. Now, this power has been stolen from the hands of the Fiore kingdom by the nefarious traitor Zash Caine, who flees with it to the small island nation of Stella. Frightened that the power has fallen into the wrong hands, the King of Fiore hastily sends Fairy Tail to retrieve the staff. But this task proves frightening as a shadowy secret lies in the heart of the kingdom of Stella. Dragon Cry follows their story as they muster up all their strength to recover the stolen staff and save both kingdoms.","[28, 12, 35, 14, 16]",9.9279,/4CtvjdvuRj3iPlvtpvFomhTxjXR.jpg,"Action, Adventure, Comedy, Fantasy, Animation",2017
2615,9874,Cobra,1986-01-01,6.135,A tough-on-crime street cop must protect the only surviving witness to a strange murderous cult with far reaching plans.,"[28, 80, 53]",9.7465,/jCxfbTh8JvJil5edhNywxaTHoWv.jpg,"Action, Crime, Thriller",1986
2616,899112,Violent Night,2022-11-30,7.272,"When a team of mercenaries breaks into a wealthy family compound on Christmas Eve, taking everyone inside hostage, the team isn’t prepared for a surprise combatant: Santa Claus is on the grounds, and he’s about to show why this Nick is no saint.","[28, 35, 14, 53]",10.9056,/e8CpMgdyihz9Td7amQDqubPuzfN.jpg,"Action, Comedy, Fantasy, Thriller",2022
2617,6519,The Dukes of Hazzard,2005-08-05,5.559,"Cousins, Bo and Luke Duke, with the help of their eye-catching cousin, Daisy and moonshine-running Uncle Jesse, try and save the family farm from being destroyed by Hazzard County's corrupt commissioner, Boss Hogg. Their efforts constantly find the 'Duke Boys' eluding authorities in 'The General Lee', their 1969 orange Dodge Charger that keeps them one step ahead of the dimwitted antics of the small southern town's Sheriff, Roscoe P. Coltrane.","[35, 12, 28]",9.1529,/NRBLdQ5EpO6BAtWz2F2SX6fkOQ.jpg,"Comedy, Adventure, Action",2005
2618,2022,Mr. Deeds,2002-06-28,5.906,"When Longfellow Deeds, a small-town pizzeria owner and poet, inherits $40 billion from his deceased uncle, he quickly begins rolling in a different kind of dough. Moving to the big city, Deeds finds himself besieged by opportunists all gunning for their piece of the pie. Babe, a television tabloid reporter, poses as an innocent small-town girl to do an exposé on Deeds.","[35, 10749]",9.0006,/7gGk3pkpRsNlJ4PrJgEfgY9PG43.jpg,"Comedy, Romance",2002
2619,68722,The Master,2012-09-14,7.115,"Freddie, a volatile, heavy-drinking veteran who suffers from post-traumatic stress disorder, finds some semblance of a family when he stumbles onto the ship of Lancaster Dodd, the charismatic leader of a new ""religion"" he forms after World War II.",[18],9.4743,/jjVGdNt4fYb3T2hjISGZ2qnCuaV.jpg,Drama,2012
2620,49797,I Saw the Devil,2010-08-12,7.8,"Kyung-chul is a dangerous psychopath who kills for pleasure. Soo-hyeon, a top-secret agent, decides to track down the murderer himself. He promises himself that he will do everything in his power to take vengeance against the killer, even if it means that he must become a monster himself.","[53, 27]",8.699,/zp5NrmYp80axIGiEiYPmm1CW6uH.jpg,"Thriller, Horror",2010
2621,1003598,Avengers: Secret Wars,2027-05-05,0.0,An upcoming film in Phase 6 of the Marvel Cinematic Universe (MCU) and the finale of The Multiverse Saga. Plot TBA.,[878],9.5276,/f0YBuh4hyiAheXhh4JnJWoKi9g5.jpg,Science Fiction,2027
2622,9447,Babe: Pig in the City,1998-11-25,5.629,"Babe, fresh from his victory in the sheepherding contest, returns to Farmer Hoggett's farm, but after Farmer Hoggett is injured and unable to work, Babe has to go to the big city to save the farm.","[10751, 12, 35, 18]",9.1275,/glO6LcTWUZcbxWT2SB4eRDnFSsP.jpg,"Family, Adventure, Comedy, Drama",1998
2623,39108,Dragon Ball Z: Wrath of the Dragon,1995-07-15,7.3,The Z Warriors discover an unopenable music box and are told to open it with the Dragon Balls. The contents turn out to be a warrior named Tapion who had sealed himself inside along with a monster called Hildegarn. Goku must now perfect a new technique to defeat the evil monster.,"[16, 28, 878]",8.9946,/7uRu9EA3nie0n2mlVDDLlTI3IzC.jpg,"Animation, Action, Science Fiction",1995
2624,700,Octopussy,1983-06-05,6.354,James Bond is sent to investigate after a fellow “00” agent is found dead with a priceless Indian Fabergé egg. Bond follows the mystery and uncovers a smuggling scandal and a Russian General who wants to provoke a new World War.,"[12, 28, 53]",9.3563,/yoosZitM9igSk3Sd0sBXIhKlAh1.jpg,"Adventure, Action, Thriller",1983
2625,310131,The Witch,2016-02-19,6.983,"In 1630, a farmer relocates his family to a remote plot of land on the edge of a forest where strange, unsettling things happen. With suspicion and paranoia mounting, each family member's faith, loyalty and love are tested in shocking ways.","[27, 14, 18]",9.1464,/zap5hpFCWSvdWSuPGAQyjUv2wAC.jpg,"Horror, Fantasy, Drama",2016
2626,395817,The Thicket,2024-09-05,6.4,"An innocent young man, Jack, goes on an epic quest to rescue his sister Lula after she has been kidnapped by the violent killer Cut Throat Bill and her gang. To save her, Jack enlists the help of a crafty bounty hunter named Reginald Jones, a grave-digging alcoholic son of an ex-slave, and a street-smart prostitute. The gang tracks Cut Throat Bill into the deadly no-man’s land known as The Big Thicket — a place where blood and chaos reign.","[80, 53, 37]",8.9513,/wRX76fUytd9paIMjh6r04NFiOi4.jpg,"Crime, Thriller, Western",2024
2627,10545,The Hunchback of Notre Dame,1996-06-21,7.111,"Isolated bell-ringer Quasimodo wishes to leave Notre Dame tower against the wishes of Judge Claude Frollo, his stern guardian and Paris' strait-laced Minister of Justice. His first venture to the outside world finds him Esmeralda, a kind-hearted and fearless Romani woman who openly stands up to Frollo's tyranny.","[18, 16, 10751]",8.3226,/7k0fr2xLCTChjN8MnGNThTP9uEB.jpg,"Drama, Animation, Family",1996
2628,30575,Sailor Moon S the Movie: Hearts in Ice,1994-12-04,7.679,"As Usagi and her friends enjoy Christmas vacation, an unusual and fierce snowstorm hits town... The evil Snow Queen Kaguya has returned to claim Earth as her own. Crucial to Queen Kaguya's plan is a magical crystal from outer space, approaching Earth disguised as a comet. Once she gets hold of the crystal, she will have the power to suck away all life energy and cover the Earth in ice. Will Sailor Moon find the crystal before Queen Kaguya? Will her powers be enough to save the Earth from permanent winter? All hope lies with the Legendary Ultimate Scout Power!","[16, 14, 28, 10749, 35]",8.5954,/8HLrjXHz5LhmIMiahoC3S55bSim.jpg,"Animation, Fantasy, Action, Romance, Comedy",1994
2629,1979,Fantastic Four: Rise of the Silver Surfer,2007-06-13,5.606,"The Fantastic Four return to the big screen as a new and all powerful enemy threatens the Earth. The seemingly unstoppable 'Silver Surfer', but all is not what it seems and there are old and new enemies that pose a greater threat than the intrepid superheroes realize.","[878, 12, 28]",8.1606,/f3ldtPF7SESMcyAIyIJHBLlBBkr.jpg,"Science Fiction, Adventure, Action",2007
2630,1399914,The Simpsons: O C'mon All Ye Faithful,2024-12-16,6.9,The residents of Springfield search for Christmas cheer.,"[16, 35]",9.3894,/9veQs3Kiew5e6M9tixzi0Vj13Yb.jpg,"Animation, Comedy",2024
2631,125509,Wrong Turn 5: Bloodlines,2012-10-18,5.4,"A small West Virginia town is hosting the legendary Mountain Man Festival on Halloween, where throngs of costumed party goers gather for a wild night of music and mischief. But an inbred family of hillbilly cannibals kill the fun when they trick and treat themselves to a group of visiting college students.","[27, 53]",8.0919,/nALE9wbgwIYKuwdhANoLbxasw7z.jpg,"Horror, Thriller",2012
2632,9346,Risky Business,1983-08-05,6.617,"Meet Joel Goodson, an industrious, college-bound 17-year-old and a responsible, trustworthy son. However, when his parents go away and leave him home alone in the wealthy Chicago suburbs with the Porsche at his disposal he quickly decides he has been good for too long and it is time to enjoy himself. After an unfortunate incident with the Porsche Joel must raise some cash, in a risky way.","[10749, 35, 18]",9.2809,/82KOHShH9raGhkcAN3TztVjqjj3.jpg,"Romance, Comedy, Drama",1983
2633,30943,The Deep End of the Ocean,1999-03-12,6.5,"A three-year-old boy disappears during his mother's high school reunion. Nine years later, by chance, he turns up in the town in which the family has just relocated.","[18, 9648]",9.0671,/4Q8g9CfW7EiwxRCpLSDpOmcaEZb.jpg,"Drama, Mystery",1999
2634,988078,Through My Window: Across the Sea,2023-06-23,6.578,"After a year of long-distance, Raquel and Ares reunite on a steamy beach trip. Faced with fresh flirtations and insecurities, will their love prevail?","[10749, 18, 35]",9.122,/6GyzbZf1MsXfrDWTnNXrzwr6G9q.jpg,"Romance, Drama, Comedy",2023
2635,281338,War for the Planet of the Apes,2017-07-11,7.206,"Caesar and his apes are forced into a deadly conflict with an army of humans led by a ruthless Colonel. After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind. As the journey finally brings them face to face, Caesar and the Colonel are pitted against each other in an epic battle that will determine the fate of both their species and the future of the planet.","[18, 878, 10752]",8.6943,/mMA1qhBFgZX8O36qPPTC016kQl1.jpg,"Drama, Science Fiction, War",2017
2636,1337309,Bangkok Breaking: Heaven and Hell,2024-09-26,6.657,"When a dedicated rescue worker inadvertently gets caught up in the kidnapping plot of a mogul's tween daughter, he must save her from the clutches of rival gangs hunting them down with unpredictable dangers around every corner.","[28, 80, 18, 53]",7.3772,/6VeDn4oIeUK4XwjWGWMb6qvMImQ.jpg,"Action, Crime, Drama, Thriller",2024
2637,454992,The Spy Who Dumped Me,2018-08-02,6.395,A couple of thirtysomething best friends unwittingly become entangled in an international conspiracy when one’s ex-boyfriend shows up at their apartment with a team of deadly assassins on his trail.,"[35, 28, 12]",9.0876,/szEKivKPOdRyogROoQIldwbMl.jpg,"Comedy, Action, Adventure",2018
2638,100402,Captain America: The Winter Soldier,2014-03-20,7.654,"After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier.","[28, 12, 878]",8.5428,/tVFRpFw3xTedgPGqxW0AOI8Qhh0.jpg,"Action, Adventure, Science Fiction",2014
2639,773,Little Miss Sunshine,2006-07-26,7.7,"A family loaded with quirky, colorful characters piles into an old van and road trips to California for little Olive to compete in a beauty pageant.","[35, 18]",8.9456,/wKn7AJw730emlmzLSmJtzquwaeW.jpg,"Comedy, Drama",2006
2643,1933,The Others,2001-08-02,7.613,"Grace is a religious woman who lives in an old house kept dark because her two children, Anne and Nicholas, have a rare sensitivity to light. When the family begins to suspect the house is haunted, Grace fights to protect her children at any cost in the face of strange events and disturbing visions.","[27, 9648, 53]",8.4949,/p8g1vlTvpM6nr2hMMiZ1fUlKF0D.jpg,"Horror, Mystery, Thriller",2001
2644,15567,Stitch! The Movie,2003-09-10,6.432,"The continuing adventures of Lilo, a little Hawaiian girl, and Stitch, the galaxy's most-wanted extraterrestrial. Stitch, Pleakley, and Dr. Jumba are all part of the household now, but what Lilo and Stitch don't know is that Dr. Jumba brought his other alien ""experiments"" to Hawaiʻi as well.","[35, 12, 10751, 16, 878]",8.7729,/flwMGZcOO80lqsnZ6lIwsKja5N.jpg,"Comedy, Adventure, Family, Animation, Science Fiction",2003
2645,1359227,LEGO Marvel Avengers: Mission Demolition,2024-10-17,6.782,"A young, aspiring hero and superhero fan inadvertently unleashes a powerful new villain looking to rid the world of the Avengers.","[16, 35, 878]",9.1564,/4KfgyzCgJeG0XJDbqNztdP730Pv.jpg,"Animation, Comedy, Science Fiction",2024
2646,575222,Doraemon: Nobita's Chronicle of the Moon Exploration,2019-03-01,7.583,"During a Japanese robotic exploration to find life on the other side of the moon, Nobita is watching from Earth and sees the moon turn yellow. With the help of Doraemon, the pair travel to the moon and create bunnies that will build their own colony. After he returns, Nobita tells his class about their adventure but no one will believe him. That is until a new student and his sister arrive who appear to come from a very far away place.","[16, 12, 35, 878, 14, 10751]",9.0552,/zAZ43208e643rB3pcx8jsLqc6B9.jpg,"Animation, Adventure, Comedy, Science Fiction, Fantasy, Family",2019
2647,9923,Domino,2005-10-14,5.916,"The story of the life of Domino Harvey, who abandoned her career as a Ford model to become a bounty hunter.","[28, 80, 18, 53]",9.2841,/yLjQ7QIdUt3qZY0d9FPxDT40BD1.jpg,"Action, Crime, Drama, Thriller",2005
2648,373558,Taylor Swift: The 1989 World Tour - Live,2015-12-20,8.5,"Filmed in front of 76,000 fans at the ANZ Stadium in Sydney, Australia, ""The 1989 World Tour Live"" captures Taylor Swift's entire performance while also mixing in behind-the-scene, rehearsal, and special guest footage from her 1989 Tour.",[10402],9.2486,/zwRGig0N8l6v5WxdrmwSBEBToAe.jpg,Music,2015
2649,748167,Uglies,2024-09-12,5.826,"In a futuristic dystopia with enforced beauty standards, a teen awaiting mandatory cosmetic surgery embarks on a journey to find her missing friend.","[878, 12, 28]",9.2836,/jaUu9zHtbcFwrB5Y1DNYE09HMex.jpg,"Science Fiction, Adventure, Action",2024
2650,42888,How Do You Know,2010-12-17,5.308,"After being cut from the USA softball team and feeling a bit past her prime, Lisa finds herself evaluating her life and in the middle of a love triangle, as a corporate guy in crisis competes with her current, baseball-playing beau.","[35, 18, 10749]",9.2977,/jbOnp79eUZxQHgcdnTIRlxel1dE.jpg,"Comedy, Drama, Romance",2010
2651,76640,The Last Stand,2013-01-12,6.076,"Ray Owens is sheriff of the quiet US border town of Sommerton Junction after leaving the LAPD following a bungled operation. Following his escape from the FBI, a notorious drug baron, his gang, and a hostage are heading toward Sommerton Junction where the police are preparing to make a last stand to intercept them before they cross the border. Owens is reluctant to become involved but ultimately joins in with the law enforcement efforts","[28, 80, 53]",8.9264,/3tP4r47v8v6mEj5X5RuG9y8Frbh.jpg,"Action, Crime, Thriller",2013
2652,9549,The Right Stuff,1983-10-20,7.4,"As the Space Race ensues, seven pilots set off on a path to become the first American astronauts to enter space. However, the road to making history brings forth momentous challenges.","[18, 36, 12]",9.9448,/btqTjNRxecYgQ1FGfVlLqSSNjz.jpg,"Drama, History, Adventure",1983
2653,541577,This Changes Everything,2019-06-28,6.2,"An investigative look and analysis of gender disparity in Hollywood, featuring accounts from well-known actors, executives and artists in the Industry.",[99],8.849,/xoSQcN74mTx2cCgX29OC4YuQ4er.jpg,Documentary,2019
2654,5176,3:10 to Yuma,2007-09-06,7.21,"In Arizona in the late 1800s, infamous outlaw Ben Wade and his vicious gang of thieves and murderers have plagued the Southern Railroad. When Wade is captured, Civil War veteran Dan Evans, struggling to survive on his drought-plagued ranch, volunteers to deliver him alive to the ""3:10 to Yuma"", a train that will take the killer to trial.",[37],8.8964,/voMB69AsLnPNmtfbrBl0lbeFKDH.jpg,Western,2007
2655,591538,The Tragedy of Macbeth,2021-12-05,6.907,"Macbeth, the Thane of Glamis, receives a prophecy from a trio of witches that one day he will become King of Scotland. Consumed by ambition and spurred to action by his wife, Macbeth murders his king and takes the throne for himself.","[18, 10752]",10.4095,/tDNJEhcLbX3jIk3BMCur9pCdaVD.jpg,"Drama, War",2021
2656,387824,Mom's Friend,2015-08-20,6.8,"Seong Soo, a twenty years old boy, decided to move to Seoul after being accepted into Seoul University. However, he was a victim of real estate scam. He then moves into his mother's friend's house. Moreover, it turns out that his mother's friend is a sexy self-employed mother and Seong Soo is attracted to her.",[18],8.6633,/uHTE5QiHfPQLfvqgfYsgISpaqD8.jpg,Drama,2015
2657,42360,Inuyasha the Movie: Affections Touching Across Time,2001-12-15,7.6,"InuYasha is a half-demon who was trapped in the Legendary Tree and was set free by Kagome, a girl who traveled 500 years through time. This time, both of them will have to face Menomaru, a Chinese demon whose father, known as Hyoga, came 300 years ago to invade Japan, but was stopped by InuYasha's Father. InuYasha and Kagome, along with Sango, Miroku, Shippou, Kaede and Myoga, will try to stop Menomaru in his becoming the most powerful demon ever.","[28, 16, 12, 14]",9.437,/gl8TvgVL6B2PR71cnrG7PbAUPls.jpg,"Action, Animation, Adventure, Fantasy",2001
2658,1429743,Frozen Hot Boys,2025-04-10,6.7,"Driven by her personal agenda, a teacher at a juvenile detention center convinces a crew of teenage misfits to enter an snow sculpting contest in Japan.","[18, 35]",8.377,/i7cDPuT59TuV6hjxcrPkQONkd5Q.jpg,"Drama, Comedy",2025
2659,7972,Before the Devil Knows You're Dead,2007-09-26,7.1,"When two brothers organize the robbery of their parents' jewelry store, the job goes horribly wrong, triggering a series of events that send them and their family hurtling towards a shattering climax.","[80, 18, 53]",9.0067,/egIP0s1ws6fGHqTsVqVNcaEa5i2.jpg,"Crime, Drama, Thriller",2007
2660,9087,The American President,1995-11-17,6.5,"Widowed U.S. president Andrew Shepherd, one of the world's most powerful men, can have anything he wants -- and what he covets most is Sydney Ellen Wade, a Washington lobbyist. But Shepherd's attempts at courting her spark wild rumors and decimate his approval ratings.","[35, 18, 10749]",10.1778,/yObOAYFIHXHkFPQ3jhgkN2ezaD.jpg,"Comedy, Drama, Romance",1995
2662,1241748,Kalikot,2024-03-12,6.8,"Sal, a hot single professor, moves across an auto service shop and rocks the world of young repairman Arnel. Ever since Sal came over to get her car fixed, Arnel's skilled hands have always been busy. But can he still fix the problems that come with it?",[18],7.4656,/bnOz6hfBTOIDYyrj8P3Pcj4uVzE.jpg,Drama,2024
2663,374856,Detective Conan: The Darkest Nightmare,2016-04-16,6.9,"On a dark night, the Japanese police is raided by a spy. Different countries' intelligence agencies - such as England's MI6, Germany's BDN, and America's CIA - as well as the FBI's secret files are going to be taken, but public safety officers lead by Tooru Amuro arrive just in time. The spy steals a car and escapes. The spy and Amuro are then locked in a dead heat on the highway, and just as it is about to cause an accident with multiple cars, the spy's car is hit by FBI agent Shuichi Akai's rifle bullet and falls of the roadway. The next day, Conan and his friends go to a newly-remodeled aquarium in Tokyo. Under the main attraction, a Ferris wheel, Conan finds an attractive woman alone and injured. Her left and right eyes are different colors.","[16, 9648, 28, 80]",9.3834,/pXYeXuomi8EpXsXO4cvt5mdfSCD.jpg,"Animation, Mystery, Action, Crime",2016
2664,645788,The Protégé,2021-08-19,6.552,"Rescued as a child by the legendary assassin Moody and trained in the family business, Anna is the world’s most skilled contract killer. When Moody, the man who was like a father to her and taught her everything she needs to know about trust and survival, is brutally killed, Anna vows revenge. As she becomes entangled with an enigmatic killer whose attraction to her goes way beyond cat and mouse, their confrontation turns deadly and the loose ends of a life spent killing will weave themselves ever tighter.","[28, 12, 53]",10.0572,/iQUj7MptHUlcXpaMLrqRNZRxGA9.jpg,"Action, Adventure, Thriller",2021
2665,9714,Home Alone 3,1997-12-12,5.272,"9-year-old Alex Pruitt is home alone with the chicken pox. Turns out, due to a mix-up among nefarious spies, Alex was given a toy car concealing a top-secret microchip. Now Alex must fend off the spies as they try to break into his house to get it back.","[35, 10751]",9.5095,/6uOadrCfle0n2LOOxHbgWEdnrm2.jpg,"Comedy, Family",1997
2666,599975,Countdown,2019-10-24,6.238,"A young nurse downloads an app that tells her she only has three days to live. With time ticking away and a mysterious figure haunting her, she must find a way to save her life before time runs out.","[27, 53]",9.1118,/5TQ0kM41vWFWFAPbZGitOxDysZU.jpg,"Horror, Thriller",2019
2667,4561,The Story of O,1975-08-27,5.572,"The beautiful O is taken by her boyfriend, Rene, to a bizarre retreat, where she is trained in bondage and sexual perversion...",[18],7.7907,/x2hnSba2iyMHDPHrH1G1LB2K6lz.jpg,Drama,1975
2668,419700,Sandy Wexler,2017-04-14,5.49,"When a hapless but dedicated talent manager signs his first client who actually has talent, his career finally starts to take off.",[35],9.1423,/38SDqWOt4utiLOnWlas7BfrYQGS.jpg,Comedy,2017
2669,63492,What's Your Number?,2011-09-30,6.464,"Ally Darling is realizing she's a little lost in life. Her latest romance has just fizzled out, and she's just been fired from her marketing job. Then she reads an eye-opening magazine article that warns that 96 percent of women who've been with 20 or more lovers are unlikely to find a husband. Determined to turn her life around and prove the article wrong, Ally embarks on a mission to find the perfect mate from among her numerous ex-boyfriends.","[35, 10749]",9.4486,/eqn3UeXMY9W1Ow3jIZ6COqbjUWX.jpg,"Comedy, Romance",2011
2670,823,Jin-Roh: The Wolf Brigade,1999-11-17,7.417,"A member of an elite paramilitary counter-terrorism unit becomes traumatized after witnessing the suicide bombing of a young girl and is forced to undergo retraining. However, unbeknownst to him, he becomes a key player in a dispute between rival police divisions, as he finds himself increasingly involved with the sister of the girl he saw die.","[16, 18, 10749, 53, 878]",9.0459,/iyLKFR339GCzTKUtrVO4hbeEhub.jpg,"Animation, Drama, Romance, Thriller, Science Fiction",1999
2671,532639,Pinocchio,2022-09-07,6.321,A wooden puppet embarks on a thrilling adventure to become a real boy.,"[14, 12, 10751]",9.8965,/g8sclIV4gj1TZqUpnL82hKOTK3B.jpg,"Fantasy, Adventure, Family",2022
2672,949484,Hounds of War,2024-08-29,6.318,"After a mission goes wrong, only one of a group of mercenaries is left alive to avenge his fallen brothers.","[28, 53]",7.5965,/tLdUPi2h6LGmF5foza0a5PXtQRr.jpg,"Action, Thriller",2024
2673,44729,One Piece: Baron Omatsuri and the Secret Island,2005-03-05,7.3,"The Straw Hats visit a recreational island, run by Baron Omatsuri, who asks them to complete a series of ordeals if they wish to stay on the island. Luffy accepts and the Straw Hats work together to complete them, but as the island's mysteries unfold, their lives and friendships are put to the test. It's up to Luffy to stop the Baron's plot and keep his crew together.","[28, 16, 35]",9.1426,/ueIR4LM4k8eKhSB8gGT9NMhCwGW.jpg,"Action, Animation, Comedy",2005
2674,8859,"Dude, Where's My Car?",2000-12-15,5.544,Two stoners wake up after a night of partying and cannot remember where they parked their car.,"[35, 10749, 878, 9648]",9.4067,/A5FBQplPsSVVvdYn4NHgtWYF8un.jpg,"Comedy, Romance, Science Fiction, Mystery",2000
